state,district,college_name
Delhi,Delhi,National Law University
Delhi,Delhi,Indraprastha Institute of Information Technology
Delhi,Delhi,Guru Gobind Singh Indraprastha Vishwavidyalaya
Delhi,Delhi,Delhi Technological University
Delhi,Delhi,Ambedkar University Delhi (AUD)
West Bengal,Kolkata,West Bengal State University
West Bengal,Kolkata,Maulana Abul Kalam Azad University of Technology
West Bengal,Kolkata,West Bengal University of Animal and Fishery Sciences
West Bengal,,Vidya Sagar University
West Bengal,,Uttar Banga Krishi Vishwavidyalaya
West Bengal,Kolkata,The West Bengal University of Health Sciences
West Bengal,Kolkata,The West Bengal National University of Juridical Science
West Bengal,,The Bengal Engineering & Science University
Bihar,Patna,Patna University
Odisha,,National Law University
Bihar,Patna,Arybhatta Knowledge University
Uttarakhand,,Indian Institute of Technology (Roorkee)
Tripura,West Tripura,National Institute of Technology
Chhattisgarh,Raipur,National Institute of Technology
Rajasthan,Jaipur,Malviya National Institute of Technology
Uttar Pradesh,Prayagraj,Motilal Nehru National Institute of Technolgy
Kerala,,National Insitute of Technology
Himachal Pradesh,,National Institute of Technology
Haryana,,National Institute of Technology
Odisha,,National Institute of Technology
Karnataka,Surat,National Institute of Technology Karnataka
Assam,Cachar,National Institute of Technology
Maharashtra,Nagpur,Visvesvaraya National Institute of Technology
Madhya Pradesh,Bhopal,Maulana Azad National Institute of Technology
Andhra Pradesh,,National Institute of Technology
Gujarat,Surat,Sardar Valabh Bhai National Institute of Technology
Jharkhand,,National Institute of Technology
Punjab,,B.R.Ambedkar National Institute of Technology
Tamil Nadu,,National Institute of Technology
Bihar,Patna,National Institute of Technology
Jammu and Kashmir,Srinagar,National Institute of Technology
West Bengal,,National Institute of Technology
Assam,Kamrup Metropolitan,Indian Institute of Technology
Delhi,Delhi,All India Institute of Medical Sciences
Delhi,Delhi,Indian Institute of Technology
Kerala,Thiruvananthapuram,Sree Chitra Tirunal Institute for Medical Sciences & Technology
Maharashtra,Mumbai City,Indian Institute of Technology
Tamil Nadu,Chennai,Dakshina Bharat Hindi Prachar Sabha
Tamil Nadu,Chennai,Indian Institute of Technology
Uttar Pradesh,,Indian Institute of Technology
West Bengal,Kolkata,Indian Statistical Institute
Chandigarh,Chandigarh,Post-Graduate Institute of Medical Education & Research
Punjab,,National Institute of Pharmeutical Education & Research
Punjab,,Indian Institute of Technology Ropar
Gujarat,Ahmedabad,Indian Institute of Technology
Andhra Pradesh,Hyderabad,Indian Institute of Technology
Manipur,,National Institute of Technology
Odisha,,Indian Institute of Technology
Bihar,Patna,Indian Institute of Technology
Karnataka,Bengaluru Urban,Alliance University
Haryana,,Apeejay Stya University
Karnataka,Bengaluru Urban,Azim Premji University
Himachal Pradesh,,Baddi University of Emerging Sciences & Technology
Odisha,,Centurion University of Technolgy and Management
Chandigarh,Chandigarh,Chitkara University
Meghalaya,,CMJ University
Rajasthan,,Dr K N Modi University
Uttar Pradesh,Delhi,G L A University
Uttar Pradesh,Delhi,IFTM University
Uttar Pradesh,Lucknow,Invertis University
Himachal Pradesh,,Maharishi Markandeshwar University
Gujarat,Vadodara,Navrachana University
Uttar Pradesh,,Noida International University
Rajasthan,Udaipur,Pacific Academy of Higher Education & Research (PAHER)
Andhra Pradesh,,dsdsds
Delhi,Delhi,South Asian University
Delhi,Delhi,University College of Medical Sciences
Andhra Pradesh,Patna,Damodaram Sanjivayya National Law University
Telangana,Hyderabad,Jawaharlal Nehru Architecture and Fine Arts University
Chhattisgarh,Raipur,Ayush and Health Sciences University of Chhattisgarh
Gujarat,,Gujarat Forensic Sciences University
Haryana,,Lala Lajpat Rai University of Veterinary & Animal Sciences
Haryana,,YMCA University of Science & Technology
Himachal Pradesh,,Himachal Pradesh Technical University
Jharkhand,Ranchi,National University of Study & Research in Law
Karnataka,,Rani Channamma University
Karnataka,,Vijayanagara Sri Krishnadevaraya University
Kerala,Ernakulam,Kerala University of Fisheries & Ocean Studies
Kerala,,Kerala Veterinary & Animal Sciences University
Kerala,,Kerala University of Health Sciences
Madhya Pradesh,,Madhya Pradesh Pashu Chikitsa Vigyan Vishwavidyalaya
Rajasthan,,Maharaja Ganga Singh University
Uttar Pradesh,,Mahamaya Technical University
Uttar Pradesh,Lucknow,Khwaja Moinuddin Chishti Urdu Arabi-Farsi University
West Bengal,Kolkata,Presidency University
West Bengal,Ranchi,Sidho-Kanho-Birsha University
Uttarakhand,,Uttarakhand Open University
Haryana,,Maharishi Markandeshwar University
Himachal Pradesh,,Sri Sai University
Madhya Pradesh,,Amity University
Madhya Pradesh,,ITM University
Meghalaya,,Mahatama Gandhi University
Meghalaya,East Khasi Hills,University of Technology & Management
Punjab,,Sri Guru Granth Sahib World University
Rajasthan,,Raffles University
Rajasthan,Jaipur,Homoeopathy University
Uttar Pradesh,,Galgotias University
Uttar Pradesh,,Shiv Nadar University
Uttar Pradesh,Lucknow,Babu Banarasi Das University
Uttar Pradesh,,Shri Venkateshwara University
Telangana,Hyderabad,Rajiv Gandhi University of Knowledge Technology
Karnataka,Bengaluru Urban,Karnataka Sanskrit University
Himachal Pradesh,,Indian Institute of Technology
Madhya Pradesh,,Indian Institute of Technology
Rajasthan,Jodhpur,Indian Institute of Technology
Tamil Nadu,,"Indian Institute of Information Technology,Design & Manufacturing(IIITDM)"
Sikkim,,National Institute of Technology
Arunachal Pradesh,,National Institute of Technology
Sikkim,,National Institute of Technology
Uttarakhand,,National Institute of Technology
Mizoram,,National Institute of Technology
Nagaland,,National Institute of Technology
Meghalaya,,National Institute of Technology
Goa,,National Institute of Technology
Puducherry,,National Institute of Technology
Delhi,Delhi,National Institute of Technology
Karnataka,Mysuru,KSGH Music and Performing Arts University
Assam,Kamrup Metropolitan,Assam Down Town University
Gujarat,Surat,UKA Tarsadia University
Haryana,,NIILM University
Madhya Pradesh,Bhopal,Rabindranath Tagore University (formerly known as AISECT University)
Madhya Pradesh,Bhopal,People's University
Madhya Pradesh,,Oriental University
Madhya Pradesh,Bhopal,RKDF University
Meghalaya,East Khasi Hills,William Carey University
Rajasthan,Jaipur,ICFAI University
Himachal Pradesh,,ICFAI University
Chhattisgarh,Raipur,ICFAI University
Rajasthan,Mumbai City,Pratap University
Rajasthan,Jaipur,Manipal University
Rajasthan,,Sunrise University
Rajasthan,Jaipur,JK Lakshmipat University
Rajasthan,Jaipur,Mahatma Gandhi University of Medical Sciences & Technology
Uttarakhand,Dehradun,Graphic Era Hill University
Gujarat,Rajkot,RK University
Assam,,The Assam Kaziranga University
Chhattisgarh,Raipur,Kalinga University
Gujarat,Ahmedabad,Rai University
Gujarat,Surat,AURO University of Hospitality and Management
Haryana,Delhi,M.V.N. University
Haryana,,Baba MastNath University
Haryana,,Ansal University
Himachal Pradesh,,Career Point University
Himachal Pradesh,,I.E.C. (India Education Centre) University
Jharkhand,Ranchi,Jharkhand Rai University
Jharkhand,Ranchi,Sai Nath University
Madhya Pradesh,,A.K.S. University
Madhya Pradesh,,Swami Vivekanand University
Punjab,,Guru Kashi University
Odisha,,Sri Sri University
Rajasthan,Jaipur,Maharaj Vinayak Global University
Rajasthan,Jaipur,University of Engineering & Management
Rajasthan,Kota,Career Point University
Rajasthan,Jaipur,Vivekananda Global University
Rajasthan,Jaipur,Poornima University
Rajasthan,,Sangam University
Uttar Pradesh,Delhi,Monad University
Rajasthan,Delhi,NIIT University
Andhra Pradesh,,Dr. Y.S.R. Horticultural Univerity
Assam,Kamrup Metropolitan,National Law University and Judicial Academy
Assam,,Bodoland University
Assam,Kamrup Metropolitan,Assam Rajiv Gandhi University of Co-operative Management
Madhya Pradesh,,Rajmata Vijayaraje Scindia Krishi Vishwa Vidyalaya
Maharashtra,,Gondwana University
Punjab,,Guru Ravidas Ayurved University
Gujarat,,Swarnim Gujarat Sports University
Andhra Pradesh,,Sri Venkateswara Institute of Medical Sciences
Himachal Pradesh,Shimla,A P Goyal Shimla University
Rajasthan,Udaipur,Geetanjali University
Rajasthan,Jaipur,J.E.C.R.C University
Arunachal Pradesh,,Indira Gandhi Technological and Medical Science University
Chhattisgarh,,Atal Bihari Bajpayee Vishwavidyalaya
Chhattisgarh,Raipur,ITM University
Madhya Pradesh,Bhopal,Atal Bihari Vajpayee Hindi Vishwavidyalaya
Arunachal Pradesh,,Arunachal University of Studies
Punjab,,Chandigarh University
Uttar Pradesh,Lucknow,Shri Ramswaroop Memorial University
Punjab,,Adesh University
Assam,Kamrup Metropolitan,Assam Science & Technology University
Arunachal Pradesh,,Venkateshwara Open University
West Bengal,Kolkata,Techno India University
Gujarat,,Children's University
Gujarat,Ahmedabad,Indus University
Himachal Pradesh,,Maharaja Agrasen University
Uttar Pradesh,Delhi,The Glocal University
Madhya Pradesh,,Raja Mansingh Tomar Music & Arts University
Rajasthan,,Rajasthan University of Veterinary & Animal Sciences
Rajasthan,,Rajasthan University of Veterinary & Animal Sciences
Bihar,,Bihar Agricultural University
Uttarakhand,Dehradun,DIT University
Uttarakhand,Dehradun,IMS Unison University
Punjab,,D.A.V University
Punjab,,Desh Bhagat University
Uttarakhand,Dehradun,Uttaranchal University
Madhya Pradesh,,Techno Global University
Haryana,Delhi,K.R. Mangalam University
Madhya Pradesh,Bhopal,Jagran Lakecity University
Haryana,,Shree Guru Gobind Singh Tricentenary University
Haryana,,GD Goenka University
Arunachal Pradesh,,Apex Professional University
Rajasthan,Jodhpur,Sardar Patel University of Police Security & Criminal Justice
Haryana,,Jagan Nath University
Uttarakhand,Dehradun,Swami Rama Himalayan University
Assam,,Kumar Bhaskar Varma Sanskrit & Ancient Studies University
Gujarat,Ahmedabad,Raksha Shakti University
Gujarat,,Indian Institute of Teacher Education
Karnataka,,Karnataka Folklore University
Karnataka,Bengaluru Urban,Reva University
Uttar Pradesh,,Shobhit University
Haryana,,SRM University
Arunachal Pradesh,,Himalayan University
Bihar,,Nalanda University
Delhi,Delhi,South Asian Universit y
Rajasthan,Jaipur,Haridev Joshi University of Journalism and Mass Communication
Chhattisgarh,,Chhattisgarh Kamdhenu Vishwavidyalaya
Assam,Kamrup Metropolitan,Cotton University
Odisha,,North Orissa University
Tamil Nadu,,Tamil Nadu Fisheries University
Uttarakhand,,Sri Dev Suman Uttarakhand Vishwavidyalaya
Karnataka,,Presidency University
Kerala,,Thunchath Ezhuthachan Malayalam University
Rajasthan,,OPJS University
Rajasthan,,Tantia University
Karnataka,Bengaluru Urban,PES University
Karnataka,Bengaluru Urban,M.S. Ramaiah University of Applied Sciences
Odisha,Khordha,Xavier university
Gujarat,Ahmedabad,C. U. Shah University
Karnataka,,CMR University
Assam,Kamrup Metropolitan,Srimanta Sankaradeva University of Health Sciences
Tamil Nadu,,Tamilnadu National Law School
Uttarakhand,Dehradun,Uttarakhand Ayurved University
West Bengal,,Kazi Nazrul University
Haryana,,Indira Gandhi University
Madhya Pradesh,Bhopal,Sri Satya Sai University of Technology & Medical Sciences
Rajasthan,,Madhav University
Uttar Pradesh,,Rama University
Rajasthan,Jodhpur,Maulana Azad University
Tamil Nadu,Chennai,Tamil Nadu Music and Fine Arts University
Uttarakhand,Dehradun,Hemwati Nandan Bahuguna Medical Education University
Rajasthan,,Shekhawati University
Haryana,,Al-Falah University
Haryana,,BML Munjal University
Gujarat,Vadodara,Team Lease Skills University
Gujarat,,Junagarh Agricultural University
Rajasthan,Jaipur,Dr. Bhimrao Ambedkar Law University
Uttarakhand,,Veer Chandra Singh Garhwali Uttarakhand University of Horticulture & Forestry
Gujarat,Vadodara,ITM Vocational University
Rajasthan,,Pacific Medical University
Karnataka,,Dayananda Sagar University
Sikkim,East Sikkim,Shri Ramasamy Memorial University Sikkim
Uttar Pradesh,,Madan Mohan Malaviya University of Technology
Haryana,,Ashoka University
Maharashtra,Mumbai City,Amity University
Uttar Pradesh,,Rajiv Gandhi National Aviation University
Nagaland,,Nagaland University
Arunachal Pradesh,,North East Frontier Technical University
Haryana,,Chaudhary Ranbir Singh University
Punjab,,Rayat Bahra University
Chhattisgarh,Raipur,Amity University
Telangana,Hyderabad,Nizam's Institute of Medical Sciences
Assam,,Mahapurusha Srimanta Sankaradeva Viswavidyalaya
Arunachal Pradesh,Papum Pare,Arunodaya University
Karnataka,Bengaluru Urban,Rai Technology University
Madhya Pradesh,,Maharishi Mahesh Yogi Vedic Vishwavidyalaya
Rajasthan,Jaipur,IIHMR University
Uttar Pradesh,Lucknow,Maharishi University of Information Technology
Uttar Pradesh,,Jaypee University
Uttar Pradesh,,U.P. Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidhyalaya Evam Go-Anusandhan Sansthan
Assam,,Assam Women's University
West Bengal,Kolkata,Adamas University
West Bengal,Kolkata,Adamas University
Madhya Pradesh,Bhopal,Sarvepalli Radhakrishnan University
Punjab,,GNA University
West Bengal,,Seacom Skills University
Haryana,,State University of Performing and Visual Arts
West Bengal,Kolkata,University of Engineering and Management
West Bengal,,JIS University
Himachal Pradesh,,Abhilashi University
Telangana,Hyderabad,Professor Jayashankar Telangana State Agricultural University
West Bengal,,Cooch Behar Panchanan Barma University
Punjab,,Sant Baba Bhag Singh University
Chhattisgarh,,O.P. Jindal University
Karnataka,,Institute of Trans-Disciplinary Health Sciences and Technology
Maharashtra,Pune,Spicer Adventist University
Gujarat,Ahmedabad,Lakulish Yoga University
Telangana,Hyderabad,Sri Konda Laxman Telangana State Horticultural University
Bihar,,Mahatma Gandhi Central University
Maharashtra,Pune,Ajeenkya D.Y. Patil University
Maharashtra,Pune,Flame University
Gujarat,Vadodara,Parul University
Gujarat,Ahmedabad,G.L.S. University
West Bengal,,The Neotia University
Karnataka,Surat,Srinivas University
Manipur,,Sangai International University
Rajasthan,,R.N.B. Global University
Rajasthan,,Raj Rishi Bhartrihari Matsya University
Madhya Pradesh,Bhopal,LNCT University
West Bengal,,Diamond Harbour Women's University
Uttarakhand,,Motherhood University
Gujarat,Vadodara,GSFC University
Punjab,,Akal University
West Bengal,,Amity University
Uttar Pradesh,,J.S. University
West Bengal,,Bankura University
West Bengal,Kolkata,West Bengal University of Teachers Training Education Planning and Administration
Madhya Pradesh,Bhopal,Sanchi University of Buddhist-Indic Studies
Gujarat,,Indian Institute of Public Health
Gujarat,,Institute of Advanced Research
Haryana,Delhi,Manav Rachna University
Haryana,,Ch. Bansi Lal University
Punjab,,Maharaja Ranjit Singh Punjab Technical University
Madhya Pradesh,,Maharaja Chhatrasal Bundelkhand Vishwavidyalaya
Delhi,Delhi,Delhi Pharmaceutical Sciences & Research University
Kerala,Thiruvananthapuram,A.P.J. Abdul Kalam Technological University
Karnataka,,KLE Technological University
Karnataka,,University of Horticultural Sciences
Gujarat,Ahmedabad,Gujarat University of Transplantation Sciences
Gujarat,Ahmedabad,Institute of Infrastructure Technology Research and Management
Rajasthan,,Maharaja Surajmal Brij University
Rajasthan,Jaipur,Maharishi Arvind University Jaipur
Madhya Pradesh,,P.K. University
Punjab,,RIMT University
Maharashtra,Mumbai City,Maharashtra National Law University
Madhya Pradesh,,Medi-Caps University
Maharashtra,Pune,MIT Art Design and Technology University
Madhya Pradesh,,Mandsaur University
Madhya Pradesh,,Dr. B. R. Ambedkar University of Social Sciences
Jammu and Kashmir,Jammu,Central Institute of Buddhist Studies(CIBS)
West Bengal,Kolkata,Brainware University
Tripura,West Tripura,Maharaja Bir Bikram University
Haryana,,PDM University
Madhya Pradesh,,Dr. A.P.J Abdul Kalam University
Madhya Pradesh,,Shri Vaishnav Vidyapeeth Vishwavidyalaya
Maharashtra,,Sandip University
Gujarat,,Sankalchand Patel University
Gujarat,Bhopal,Anant National University
Rajasthan,Udaipur,Bhupal Nobles University
Gujarat,,Navsari Agriculture University
Jharkhand,Ranchi,Amity University
Jharkhand,Ranchi,Pragyan International University
Madhya Pradesh,,Malwanchal University
Jharkhand,,AISECT University
Gujarat,,Bhakta Kavi Narsinh Mehta University
Gujarat,,Shri Govind Guru University
Rajasthan,,Govind Guru Tribal University
Gujarat,Rajkot,Marwadi University
Odisha,,Khallikote University
Uttar Pradesh,,Siddharth University
West Bengal,Kolkata,The Sanskrit College and University
Uttar Pradesh,Lucknow,Era University
Odisha,,Gangadhar Meher University
Uttar Pradesh,,Bennett University
Uttar Pradesh,Delhi,Sanskriti University
Odisha,Khordha,Rama Devi Women's University
Uttar Pradesh,Meerut,IIMT University
Uttar Pradesh,Prayagraj,Allahabad State University
Chhattisgarh,,ISBM University
Madhya Pradesh,,G.H Raisoni University
Gujarat,,Plastindia International University
Jharkhand,Ranchi,Jharkhand Raksha Shakti University
Odisha,Khordha,International Institute of Information Technology (IIIT)
Jharkhand,Ranchi,Usha Martin University
Odisha,Patna,Birla Global University
Assam,Kamrup Metropolitan,The Assam Royal Global University
Jharkhand,Ranchi,Jharkhand Raksha Shakti University
Punjab,,CT University
Madhya Pradesh,,Symbiosis University of Applied Sciences (SUAS)
Nagaland,,St. Joseph University
Uttar Pradesh,,Harcourt Butler Technical University
Uttar Pradesh,,Bareilly International University
Rajasthan,Udaipur,Sai Tirupati University
West Bengal,Kolkata,St. Xavier's University
Uttarakhand,,Uttarakhand Aawasiya Viswavidyalaya
Haryana,,Starex University
Madhya Pradesh,,Avantika University
Karnataka,Bengaluru Urban,Karnataka State Rural Development and Panchayat Raj University
Karnataka,,Garden City University
Maharashtra,Nagpur,Maharashtra National Law University
Maharashtra,,Mody University of Science & Technology
Rajasthan,,Mody University of Science & Technology
Jammu and Kashmir,Jammu,Cluster University of Jammu
Gujarat,,Karnavati University
Uttar Pradesh,,Banda University of Agriculture & Technology
Gujarat,Surat,P. P. Savani University
Maharashtra,Pune,Dr. Vishwanath Karad MIT World Peace University
Uttarakhand,,Himalayan Garhwal University
Uttarakhand,,Himalayan Garhwal University
West Bengal,,Raiganj University
Maharashtra,Pune,Vishwakarma University
Maharashtra,Mumbai City,Symbiosis Skills and Open University
Rajasthan,Jaipur,University of Technology
Punjab,,Sri Guru Ram Das University of Health Sciences
Uttar Pradesh,,Uttar Pradesh University of Medical Sciences
Karnataka,Mysuru,JSS Science & Technology University
Bihar,,Sandip University
Maharashtra,,Maharashtra National Law University
Rajasthan,Jaipur,Bhartiya Skill Development University
Bihar,,K K University
Manipur,Imphal West,Manipur Technical University
Uttar Pradesh,,Jananayak Chandrashekhar University
Uttarakhand,Dehradun,Shri Guru Ram Rai University
Jharkhand,Ranchi,Sarla Birla University
Karnataka,,Bengaluru North University
Gujarat,,Swarnim Startup & Innovation University
Maharashtra,,Sanjay Ghodawat University
Karnataka,Bengaluru Urban,Bengaluru Central University
Karnataka,Kalaburagi,Sharnbasva University
Haryana,,Haryana Vishwakarma Skill University
Uttarakhand,,Bhagwant Global University
Karnataka,,University of Agricultural Sciences
Odisha,,Odisha State Open University
Jharkhand,Ranchi,YBN University
Jharkhand,,Arka Jain University
Manipur,Imphal West,Manipur University of Culture
Arunachal Pradesh,Papum Pare,The Global University
Gujarat,,Indrashil University
Kerala,,Chinmaya Vishwavidyapeeth
Gujarat,,Kamdhenu University
Uttarakhand,Dehradun,Ras Bihari Bose Subharti university
Chhattisgarh,Raipur,International Institute of Information Technology
Uttarakhand,Dehradun,Quantum University
Rajasthan,Jaipur,Rajasthan ILD Skills University (RISU)
Madhya Pradesh,Bhopal,VIT Bhopal University
Jammu and Kashmir,Srinagar,Cluster University of Srinagar
Madhya Pradesh,,Pandit S N Shukla University
Telangana,,Kaloji Narayan Rao University of Health Sciences
Madhya Pradesh,,Sage University
Telangana,Hyderabad,Sri P V Narsimha Rao Telangana Veterinary University
Haryana,,Maharana Partap Horticultural University
Andhra Pradesh,,SRM University
Andhra Pradesh,Patna,Centurion University of Technology and Management
Haryana,,World University Of Design
Odisha,,Veer Surendra Sai Institute of Medical Science and Research
West Bengal,Kolkata,Sister Nivedita University
Bihar,Patna,Amity University
Gujarat,,Sardar Krushinagar Dantiwada Agricultural University
Himachal Pradesh,Shimla,Himachal Pradesh National Law University
Chhattisgarh,Raipur,Hemchand Yadav Vishwavidyalaya(Earlier known as Durg Vishwavidyalaya)
Madhya Pradesh,,Renaissance University
Jharkhand,,Binod Bihari Mahto Koylanchal University
Maharashtra,Pune,D Y Patil International University
Bihar,Patna,Dr C. V. Raman University
Andhra Pradesh,Ranchi,Dr Shyama Prasad Mukherjee University
Jharkhand,Ranchi,Dr. Shyama Prasad University
Gujarat,,Gokul Global University
Gujarat,Rajkot,Atmiya University
Andhra Pradesh,,VIT-AP University
West Bengal,Kolkata,Indian Association for the Cultivation of Science (IACS)
Haryana,,IILM University
Madhya Pradesh,Bhopal,Madhyanchal Professional University
Madhya Pradesh,Bhopal,Bhabha University
Bihar,,Munger University
Bihar,,Purnea University
Delhi,Delhi,Indira Gandhi Delhi Technical University for Women
Chhattisgarh,Raipur,Shri Rawatpura Sarkar University
Bihar,,Gopal Narayan Singh University
Madhya Pradesh,,Shri Krishna University
Bihar,Patna,Patliputra University
Gujarat,Vadodara,National Rail and Transportation Institute
Madhya Pradesh,,Dharmashastra National Law University
Madhya Pradesh,,Mansarovar Global University
Madhya Pradesh,,Sardar Patel University
Madhya Pradesh,,Dr C V Raman University
Bihar,,Al-Karim University
Chhattisgarh,Raipur,AAFT University of Media and Arts
Gujarat,,Birsa Munda Tribal University
Jharkhand,,Netaji Subhas University
Karnataka,,Adichunchanagiri University
Maharashtra,Mumbai City,Chhatrapati Shivaji Maharaj University
Karnataka,,Khaja Bandanawaz University
Manipur,Imphal West,Dhanamanjuri University
Manipur,,National Sports University
Delhi,Delhi,Netaji Subhas University of Technology
Manipur,,National Sports University
Jharkhand,,Radha Govind University
Assam,,Krishnaguru Adhyatmik Visvavidyalaya
Jharkhand,Patna,Capital University
Bihar,Patna,Bihar Animal Sciences University
Rajasthan,Jaipur,Apex university
Rajasthan,Delhi,Lords University
Rajasthan,,Shyam University
Andhra Pradesh,,KREA University
Assam,,Central Institute of Technology(CIT)
Andhra Pradesh,,Saveetha Amaravati University
Sikkim,East Sikkim,Sikkim State University
Odisha,,AIPH University
Rajasthan,Surat,Shri Khushal Das University
Odisha,,Gandhi Institute of Engineering & Technology University
Uttarakhand,Dehradun,Sardar Bhagwan Singh University
Rajasthan,,Bikaner Technical University
Haryana,,Maharishi Balmiki Sanskrit University
Haryana,,Gurugram University
Andhra Pradesh,,Dr. Abdul Haq Urdu University
Manipur,Imphal West,Manipur International University
Jharkhand,,Ramchandra Chandravansi University
Bihar,,Mata Gujri University
Chandigarh,Chandigarh,Om Sterling Global University
Gujarat,,Gujarat Maritime University
Andhra Pradesh,,Bharatiya Engineering Science and Technology Innovation University
Jharkhand,Ranchi,Jharkhand University of Technology
Haryana,,Dr. B.R. Ambedkar National Law University
Jharkhand,Ranchi,Ram Krishna Dharmath Foundation University
Karnataka,Dharwad,Shri Dharmasthala Manjunatheshwara University
Uttar Pradesh,Lucknow,Dr. Ram Manohar Lohia Institute of Medical Sciences
